BLOCKGR GISJOIN Adopted Week
34030231.00: G34000300231 1 240
06190061.00: G06001900061 0 842
39610045.00: G39006100045 1 99
12110014.00: G1201110001402 1 200
39351132.00: G39003501132 1 240
22710006.00: G2200710000605 1 301
42034292.00: G4200030429202 1 99
12330004.00: G12003300004 1 240
51400006.00: G51054000006 1 372
39351415.00: G39003501415 1 301
40091006.00: G40010901006 1 153
17317002.00: G17003107002 1 581
51411009.00: G5100410100902 1 341
39130008.00: G39011300008 1 281
42034120.00: G4200030412002 1 240
23259864.00: G23002509864 0 842
48550023.00: G4803550002302 1 99
06590626.01: G0600590062617 1 99
17610202.00: G17016100202 1 529
53210205.00: G5300210020502 1 341
51594326.00: G51005904326 1 200
09010219.00: G09000100219 1 99
06710001.00: G0600710000102 1 424
53330022.00: G53003300022 1 99
53419703.00: G53004109703 0 842
09093510.00: G09000903510 1 2
40430090.00: G4001430009007 1 325
34350514.00: G34003500514 1 325
36710103.00: G36007100103 1 272
53110412.00: G5300110041201 1 581
39950013.00: G3900950001301 1 200
36470996.00: G36004700996 1 281
53110415.00: G53001100415 0 842
06590992.02: G0600590099223 1 200
51594808.00: G51005904808 1 2
06070012.00: G06000700012 1 99
08010016.00: G08010100016 1 581
53630015.00: G53006300015 1 153
53630047.00: G53006300047 1 272
40430043.00: G4001430004302 1 99
53630131.00: G53006300131 0 842
53630123.00: G53006300123 1 272
34297210.00: G34002907210 1 325
04130610.00: G0400130061003 1 464
09034662.00: G0900030466201 1 464
53770012.00: G53007700012 1 372
10030131.00: G10000300131 1 153
53610519.00: G5300610051905 1 153
13210131.00: G1300210013101 1 289
41359719.00: G41003509719 1 473
53630129.00: G5300630012902 1 325
40430050.00: G4001430005002 1 99
12030266.00: G1201030026601 1 165
53630020.00: G53006300020 1 281
06133371.00: G06001303371 1 372
42950146.00: G42009500146 1 529
49351049.00: G49003501049 1 325
01890019.00: G0100890001901 1 99
20390102.00: G20013900102 0 842
06290009.00: G0600290000909 1 289
42110007.00: G42001100007 0 842
06190028.00: G06001900028 1 99
39950019.00: G39009500019 1 581
53079611.00: G53000709611 1 240
53630046.00: G53006300046 1 272
42034600.00: G4200030460002 1 325
36470786.00: G36004700786 1 581
53670114.00: G53006700114 1 581
53659503.00: G53006509503 0 842
18350003.00: G18003500003 1 272
36031462.00: G3601030146206 1 200
53699501.00: G53006909501 0 842
13210119.00: G13002100119 1 200
18950006.00: G18009500006 1 153
44070021.00: G44000700021 1 424
42010124.00: G42010100124 1 165
53610416.00: G5300610041604 1 272
06670056.00: G0600670005601 1 153
36190147.00: G3601190014704 1 272
41470103.00: G4100470010301 0 842
18350026.00: G1800350002601 0 842
06650414.00: G0600650041401 1 424
06390003.00: G06003900003 0 842
04130923.00: G0400130092304 1 200
06552006.00: G06005502006 1 153
42010340.00: G42010100340 1 99
06730153.00: G0600730015302 1 153
39130215.00: G3901130021501 1 200
53610513.00: G53006100513 1 153
39950029.00: G39009500029 1 424
48390625.02: G4800390062523 1 372
06530105.00: G0600530010502 1 424
48390907.00: G4803390090701 1 372
06650442.00: G06006500442 0 842
48270209.00: G48002700209 1 99
12250016.00: G1200250001601 1 153
42034268.00: G42000304268 1 200
17010005.00: G1702010000504 1 240
12250101.02: G1200250010128 1 153
36850008.00: G36008500008 1 99
45450015.00: G4500450001502 1 473
53630132.00: G5300630013201 0 842
40091082.01: G4001090108210 1 200
42710142.00: G4200710014202 0 842
17978811.00: G1701970881103 1 633
12990076.00: G1200990007609 1 582
06375548.00: G0600370554802 1 424
53530721.00: G5300530072105 1 99
21830207.00: G21008300207 0 842
12310143.02: G1200310014322 0 842
12950175.00: G1200950017501 1 272
48010402.00: G4802010040201 1 4
06770029.00: G06007700029 1 247
06770003.00: G06007700003 1 247
35010006.00: G3500010000601 1 240
48450003.00: G4802450000306 1 424
39610059.00: G39006100059 1 99
36430103.00: G36004300103 1 464
37190046.00: G37011900046 1 240
22170246.00: G22001700246 1 99
51800011.00: G51068000011 1 99
51750103.00: G51077500103 1 325
39852034.00: G39008502034 0 842
51872001.01: G5100870200113 1 424
39351105.00: G39003501105 0 842
36850248.00: G36008500248 1 372
53610506.00: G53006100506 1 247
48291218.00: G4800290121802 1 424
39517116.00: G39015107116 1 633
51100069.00: G5107100006901 1 464
36050407.00: G3600050040701 0 842
53330101.00: G53003300101 1 2
53730006.00: G53007300006 1 581
53330078.00: G53003300078 1 240
39299512.00: G39002909512 0 842
18410107.00: G18014100107 1 99
51594216.00: G51005904216 1 281
42171055.00: G4200170105507 1 200
48291507.00: G48002901507 1 424
42257831.00: G42012507831 0 842
53610519.01: G5300610051912 0 842
49351135.02: G4900350113521 1 200
48530020.00: G4804530002003 1 99
22550020.00: G2200550002001 0 842
05070203.00: G05000700203 1 325
42912012.00: G4200910201203 1 153
40450305.00: G4001450030505 1 478
48391115.03: G4804390111532 1 153
42034705.00: G42000304705 1 153
36550064.00: G36005500064 1 272
51600411.00: G51076000411 1 200
36550067.00: G36005500067 1 272
09010715.00: G09000100715 1 99
08310083.01: G0800310008312 1 281
36810216.00: G36008100216 1 325
39490018.02: G3900490001820 1 200
51102014.00: G51051002014 1 240
36670052.00: G36006700052 1 200
36550110.00: G36005500110 1 200
13850109.00: G13018500109 1 325
34057017.00: G34000507017 0 842
12610503.00: G1200610050301 1 301
51594523.00: G51005904523 1 2
39034162.00: G39010304162 1 153
34130216.00: G3400130021601 1 247
51411009.01: G5100410100919 1 165
17311601.00: G17003101601 1 153
06374613.00: G06003704613 1 200
51500104.00: G51065000104 1 341
25199502.00: G25001909502 0 842
36190111.00: G3601190011101 1 153
48090104.00: G48040900104 1 99
42034133.00: G42000304133 1 99
51131013.00: G51001301013 1 99
42034293.00: G42000304293 1 99
48939704.00: G48029309704 0 842
12010009.00: G12000100009 1 633
06374079.00: G06003704079 1 372
51102008.00: G5105100200801 1 200
12110906.00: G12001100906 1 581
48210217.01: G4801210021713 1 325
48391049.00: G48043901049 1 325
35450003.00: G3500450000302 1 372
26635048.00: G26016305048 1 272
22170229.09: G2200170022998 1 99
50159535.00: G50001509535 0 842
48291516.00: G48002901516 1 424
39170008.00: G39001700008 1 272
06373116.00: G06003703116 1 99
49490008.00: G49004900008 1 99
34390383.00: G34003900383 1 325
48010345.00: G4802010034502 0 842
12710005.00: G1200710000502 1 581
42070033.00: G42010700033 0 842
42010051.00: G42010100051 1 2
25251008.00: G25002501008 1 200
39490078.02: G3900490007820 1 165
36810607.00: G36008100607 1 372
48010511.00: G48020100511 1 153
40173004.00: G40001703004 1 473
25235031.00: G2500230503102 1 529
17318123.00: G17003108123 1 272
48530018.03: G4804530001832 1 99
53330214.00: G53003300214 1 240
51594509.00: G51005904509 1 99
49351134.00: G4900350113408 1 372
48530024.00: G4804530002403 1 99
24135041.00: G24001305041 1 424
12310143.01: G1200310014311 1 153
18890212.00: G18008900212 1 240
26635724.00: G26016305724 1 240
08050056.08: G0800050005689 1 99
25251801.00: G25002501801 1 424
39535327.00: G3901530532705 0 842
49351111.00: G4900350111101 1 247
11010014.00: G1100010001402 1 99
51100454.00: G5108100045405 1 240
53610420.00: G5300610042002 1 2
12090210.00: G12010900210 0 842
51594202.00: G51005904202 1 272
06650449.00: G0600650044903 1 301
26579903.00: G26005709903 1 325
36190106.00: G36011900106 1 581
12250046.00: G1200250004602 0 842
51594704.00: G51005904704 1 99
13119804.00: G13021109804 0 842
40359735.00: G40003509735 0 842
36339502.00: G36003309502 0 842
20730090.00: G20017300090 1 99
29833110.09: G2901830311098 1 165
39351791.00: G3900350179102 1 153
39517143.00: G3901510714302 1 153
13879705.00: G13008709705 0 842
48391101.00: G4804390110101 1 240
51594519.09: G5100590451998 0 842
41510099.00: G4100510009902 1 2
48010203.00: G4802010020301 1 341
09010724.00: G09000100724 1 99
24037507.00: G24000307507 1 529
51100458.00: G5108100045804 1 247
42850302.00: G42008500302 1 200
13210067.00: G13012100067 1 529
09091755.00: G09000901755 1 99
39351606.00: G3900350160602 1 281
25056132.00: G25000506132 1 240
18390014.00: G18003900014 1 272
11010096.00: G1100010009601 0 842
51600402.00: G51076000402 1 200
48530003.00: G4804530000303 1 153
51600413.00: G51076000413 1 200
48030102.00: G48030300102 0 842
13850104.00: G13018500104 1 325
06190072.00: G06001900072 0 842
39351831.00: G39003501831 1 301
51308107.00: G51073008107 1 464
41050215.00: G41000500215 1 99
51102001.09: G5105100200198 1 2
39351610.00: G39003501610 1 281
51102004.00: G5105100200401 1 200
51872015.00: G5100870201501 0 842
39351871.00: G3900350187105 1 301
48530009.00: G4804530000902 1 99
34130096.00: G34001300096 1 341
06730098.00: G0600730009805 1 153
12110702.00: G1200110070201 1 581
32119601.00: G32001109601 1 581
42035521.00: G42000305521 1 341
06790122.00: G06007900122 1 372
12250077.00: G1200250007701 1 2
45410005.00: G45004100005 1 272
36190021.00: G3601190002105 1 99
11010072.00: G11000100072 1 272
06379101.00: G06003709101 1 529
36594131.00: G36005904131 1 464
49351129.00: G4900350112909 1 200
29959901.00: G29019509901 0 842
48339507.00: G48023309507 1 464
51500209.00: G5105500020903 1 372
51600604.00: G51076000604 1 464
51200203.00: G51052000203 1 272
36550030.00: G36005500030 1 281
51594213.00: G51005904213 1 240
42298059.00: G42012908059 0 842
25277310.00: G25002707310 1 372
20839758.00: G20018309758 0 842
17318104.00: G17003108104 1 281
21670011.00: G21006700011 1 99
17670012.00: G17016700012 1 424
42010343.00: G42010100343 1 153
13130015.00: G13031300015 0 842
12050101.00: G12010500101 1 281
08010094.00: G0800010009405 1 99
39610102.00: G3900610010202 1 99
49572018.00: G49005702018 1 473
51179907.00: G51011709907 0 842
27530272.00: G2700530027202 1 424
06372947.00: G06003702947 1 372
12210113.00: G12002100113 0 842
39950058.00: G3900950005802 1 240
13630405.00: G1300630040506 1 153
51100067.00: G51071000067 0 842
42076018.00: G42000706018 1 301
34258034.00: G34002508034 1 464
08230013.00: G08012300013 1 153
31550041.00: G31005500041 1 99
34210030.00: G3400210003004 0 842
36850133.00: G3600850013301 1 99
27230332.00: G27012300332 1 99
06010505.00: G0601010050502 1 464
06710099.00: G0600710009903 1 301
09034976.00: G09000304976 1 633
38170101.00: G3800170010102 1 301
09010807.00: G09000100807 1 165
06376511.00: G0600370651101 1 464
55791401.00: G55007901401 1 372
25092021.00: G25000902021 1 99
24101606.00: G24051001606 1 424
40899983.00: G40008909983 0 842
37039801.00: G37010309801 0 842
06374055.00: G06003704055 1 529
12990059.01: G1200990005914 1 424
34258006.00: G3400250800601 1 372
22990209.00: G22009900209 0 842
48090005.09: G4803090000598 1 200
51872014.00: G5100870201403 1 341
04130405.00: G0400130040505 1 281
49351130.00: G4900350113003 1 633
31550064.00: G31005500064 1 153
37330003.00: G37013300003 1 529
13210102.00: G1301210010205 1 247
42454066.00: G42004504066 1 529
19459902.00: G19014509902 1 153
51100462.01: G5108100046210 1 281
12950101.00: G12009500101 1 200
12250066.00: G1200250006601 1 272
13210114.00: G1301210011403 1 240
38010109.00: G38010100109 1 153
12690304.00: G1200690030401 1 529
13670310.00: G1300670031003 1 272
37459502.00: G37004509502 1 581
17318060.00: G1700310806001 1 289
48391029.00: G48043901029 1 200
53530710.00: G53005300710 1 99
01170303.00: G0101170030305 1 325
12270909.00: G1201270090901 1 464
20779917.00: G20007709917 0 842
51105002.09: G5106100500298 1 153
55870116.00: G55008700116 1 247
06710001.00: G0600710000101 1 464
50239540.00: G50002309540 1 464
06372311.00: G06003702311 0 842
39250404.00: G3900250040401 1 581
41510030.00: G41005100030 1 99
04131054.00: G04001301054 1 200
05219505.00: G05002109505 0 842
40370201.00: G40003700201 1 200
55250014.00: G5500250001401 1 4
06110025.00: G06011100025 1 99
51900001.00: G51059000001 1 581
29039601.00: G29010309601 0 842
26251446.00: G26012501446 0 842
06770033.00: G0600770003305 1 99
27339702.00: G27003309702 0 842
04190018.00: G04001900018 1 200
27619902.00: G27016109902 0 842
39759885.00: G39017509885 0 842
42912086.00: G4200910208601 0 842
51690509.00: G51006900509 1 473
48291518.00: G48002901518 1 424
39610201.00: G39016100201 0 842
06830015.00: G06008300015 1 153
09075501.00: G09000705501 1 633
55790701.00: G55007900701 1 240
45410012.00: G45004100012 1 272
36830519.00: G3600830051902 1 99
09091861.00: G09000901861 1 165
48391037.00: G4804390103702 1 247
48410011.00: G4801410001108 1 240
18239504.00: G18002309504 0 842
13679903.00: G13026709903 1 581
48750120.00: G48037500120 1 341
42792142.00: G42007902142 0 842
37570414.00: G37015700414 1 581
41390049.00: G41003900049 1 99
55090103.00: G55000900103 1 424
39351361.00: G3900350136101 1 99
37350117.00: G37003500117 1 529
23050039.00: G23000500039 0 842
39351751.00: G3900350175102 1 99
39553111.00: G39005503111 0 842
06110011.00: G06011100011 1 325
12990007.00: G12009900007 1 272
48291315.00: G4800290131501 1 424
29450205.00: G29014500205 1 240
09075601.00: G09000705601 0 842
39351861.00: G3900350186106 1 529
39897577.00: G39008907577 0 842
12250056.00: G12002500056 1 99
37670033.00: G3700670003307 1 529
28579505.00: G28005709505 0 842
51990503.00: G5101990050301 1 240
17310402.00: G17003100402 1 153
29019504.00: G29000109504 1 424
08050070.03: G0800050007039 0 842
19259503.00: G19002509503 0 842
25092233.00: G25000902233 1 325
39919840.00: G39009109840 0 842
48410013.00: G4801410001301 1 240
12170202.00: G1201170020202 1 240
13950001.00: G13009500001 1 272
25056441.00: G25000506441 0 842
27370129.00: G27013700129 0 842
17318078.00: G17003108078 1 272
48010351.00: G48020100351 1 289
49111263.00: G4900110126302 1 325
51539009.00: G5101530900902 1 325
26810103.00: G2600810010301 1 341
40059877.00: G40000509877 0 842
17519507.00: G17005109507 0 842
13019701.00: G13030109701 0 842
26590101.09: G2601590010198 1 581
39998007.00: G39009908007 1 200
39130506.00: G39011300506 1 372
23310240.00: G23003100240 0 842
49111263.00: G49001101263 1 289
27419504.00: G27004109504 0 842
25277501.00: G25002707501 1 529
39852025.00: G39008502025 1 272
29419707.00: G29014109707 0 842
50259676.00: G50002509676 1 372
06374022.00: G06003704022 1 424
06730031.00: G0600730003109 1 153
39351940.00: G39003501940 0 842
04134226.00: G0400130422608 1 200
48130053.00: G48011300053 1 99
06371375.00: G0600370137502 1 153
18118106.00: G1800110810602 1 633
39779964.00: G39007709964 0 842
08310014.00: G0800310001401 1 165
51100426.00: G51081000426 1 247
48291818.00: G4800290181801 1 424
04130405.00: G0400130040507 1 281
01970071.00: G0100970007102 1 581
13210113.00: G13002100113 0 842
40430090.00: G4001430009003 1 325
41510005.00: G4100510000501 1 153
22299904.00: G22002909904 0 842
01810417.00: G01008100417 1 581
42239709.00: G42012309709 1 529
37810125.00: G3700810012509 1 478
06371252.00: G06003701252 1 99
48130078.00: G4801130007805 1 99
37830534.00: G3701830053402 1 325
06372260.00: G06003702260 1 2
27530263.00: G2700530026301 1 424
42031918.00: G42000301918 1 99
36470666.09: G3600470066698 1 325
39299509.00: G39002909509 0 842
51150706.00: G51001500706 0 842
39319913.00: G39003109913 1 529
36550153.00: G3600550015302 1 325
06371081.00: G0600370108103 1 153
12030219.09: G1201030021995 1 240
12330011.00: G1200330001102 1 240
41390018.00: G4100390001804 1 99
08230016.00: G08012300016 1 301
31530101.00: G3101530010106 1 99
51594911.00: G51005904911 1 200
27190912.00: G27001900912 0 842
29950059.00: G2900950005902 1 240
17659551.00: G17016509551 0 842
55332031.00: G5501330203102 1 153
37830515.00: G3701830051502 1 153
40450308.00: G40014500308 1 464
48671213.00: G48016701213 0 842
48739506.00: G48007309506 1 633
51102013.00: G51051002013 1 240
51594910.00: G51005904910 1 200
05590203.00: G05005900203 0 842
53330049.00: G53003300049 1 325
39490077.02: G3900490007721 1 165
42199022.00: G42001909022 0 842
29101267.00: G29051001267 1 99
32030032.00: G3200030003201 1 200
33059706.00: G33000509706 1 281
40970408.00: G40009700408 0 842
09010436.00: G09000100436 1 153
06855033.01: G0600850503311 1 0
51500209.00: G5105500020901 1 272
12110506.00: G12001100506 1 582
48439505.00: G48014309505 1 301
25158206.00: G25001508206 1 99
20770015.00: G20017700015 1 99
39351771.00: G3900350177104 1 289
06372349.00: G06003702349 0 842
42076017.00: G42000706017 1 272
36470329.00: G36004700329 1 247
51594508.00: G51005904508 1 99
51594604.00: G51005904604 1 99
51594161.00: G51005904161 1 281
34330219.00: G34003300219 1 633
06855073.00: G0600850507301 1 2
37810103.00: G37008100103 1 581
01690408.00: G01006900408 1 581
01150026.00: G01001500026 0 842
48410011.00: G4801410001107 1 240
48291903.00: G48002901903 1 424
27530117.00: G2700530011702 1 281
12990066.00: G1200990006603 1 581
39336016.00: G39013306016 1 153
37190038.00: G3701190003803 0 842
37570620.00: G37005700620 1 633
08310002.00: G0800310000201 1 153
48410013.09: G4801410001398 1 240
42034752.00: G42000304752 1 153
48410120.00: G48044100120 0 842
17312802.00: G17003102802 0 842
51594159.00: G51005904159 1 281
51958904.09: G5105950890498 0 842
27519701.00: G27005109701 0 842
48291817.00: G4800290181709 1 424
45190026.00: G4500190002607 1 200
48750134.00: G48037500134 1 424
42330224.00: G42013300224 1 581
50219622.09: G5000210962298 0 842
36750215.00: G3600750021502 1 281
50039705.00: G50000309705 0 842
